m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff,intercept_brms_coef,Econ_brms_coef,Glob_brms_coef,Loc_brms_coef,ac_dist_brms_coef,intercept_brms_rhat,Econ_brms_rhat,Glob_brms_rhat,Loc_brms_rhat,ac_dist_brms_rhat,econ_sd,glob_sd,loc_sd
NA,0,-1,0,dinst2,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst2/econ_0_loc_-1_glob_0.csv,4836.282786321361,-0.116991758335911,-0.12907538574930255,-2.052878689110092,-0.23324281538984556,-0.1784,-0.116991758335911,-0.12907538574930255,-1.0528786891100919,-0.05484281538984556,1.5179868580204336,-0.12909009052916803,-0.1343852630133986,-2.0059732011175266,-0.2368853845497303,0.999403055179794,0.9995760569392294,0.9990986249111036,0.9996936631804633,0.9994388136866177,0.5936409705866497,0.63309147980869,0.63309147980869
Econ,1,-1,0,dinst2,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_1_loc_-1_glob_0.csv,1386.313582802657,0.7896326984125813,-0.0022608829448481325,-3.1081866607230078,0.04270080960441176,-0.1784,-0.21036730158741868,-0.0022608829448481325,-2.1081866607230078,0.22110080960441175,1.6871052542219624,0.7592394356550219,-0.005333060627750525,-2.9569426541402337,0.04542476692129048,0.9994475181936203,1.0010432888151475,0.9996651008587476,1.0001472878270123,0.9992511317767426,0.5961661957790001,0.6237006617167375,0.6237006617167375
NA,-1,0,0,dinst2,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst2/econ_-1_loc_0_glob_0.csv,1374.4892178038135,-1.3012930986806388,0.3461425303126315,1.2735039309037846,-0.13842599110294093,-0.1784,-0.3012930986806388,0.3461425303126315,1.2735039309037846,0.03997400889705907,1.2278576124413327,-1.2826375596398638,0.3318831434108404,1.1735953070197662,-0.1428974733688132,0.9995034066963425,1.0031630469908293,1.0009898724365183,1.000733675601548,1.0000704112192027,0.5645529990352727,0.6200887101708121,0.6200887101708121
NA,0,0,0,dinst2,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst2/econ_0_loc_0_glob_0.csv,9115.737501027528,-0.20593374524496633,0.5005984590480639,1.3122700057069534,-0.10419121491021979,-0.1784,-0.20593374524496633,0.5005984590480639,1.3122700057069534,0.07420878508978021,1.2183164250796437,-0.20750632445631406,0.485345444283646,1.2496304804033844,-0.11052399820284242,0.9993571502933697,1.0000937028485901,1.0003713627911957,0.9993143953577189,1.0000017757724995,0.6428366435021183,0.7044837691421709,0.7044837691421709
Econ,1,0,0,dinst2,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_1_loc_0_glob_0.csv,4383.642847713549,0.13147168655179356,-0.869649189684116,0.6846674060204714,-0.22845573464344984,-0.1784,-0.8685283134482065,-0.869649189684116,0.6846674060204714,-0.05005573464344984,1.4663104338357358,0.15866156675804274,-0.876913863398293,0.5645903111077624,-0.22952819027796859,1.0006106056094664,1.0005368210170529,1.0005541176144839,1.000530823751977,0.9991191388178343,0.6167043692305866,0.6324888660815443,0.6324888660815443
Loc,-1,1,0,dinst2,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_-1_loc_1_glob_0.csv,7284.2727002326865,-0.9801507912564238,-0.27415062184027217,0.4129807564107437,-0.2763551006223928,-0.1784,0.019849208743576208,-0.27415062184027217,-0.5870192435892563,-0.09795510062239282,1.3546415345177045,-1.0226408156999338,-0.2753430523000238,0.5507485681979676,-0.2728673158290967,0.9997937205759185,0.9995113172232482,0.9995646918605305,0.9997230475440717,1.0002617239296985,0.6074601853190238,0.6493352072057775,0.6493352072057775
Loc,0,1,0,dinst2,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_0_loc_1_glob_0.csv,4036.672468255507,0.14589694988922025,0.5702825873832269,3.2375627497005257,-0.08486411302362744,-0.1784,0.14589694988922025,0.5702825873832269,2.2375627497005257,0.09353588697637256,1.0297005794741643,0.1795713249387404,0.5662159475190386,3.0915222346831905,-0.08655555950490271,0.9996701967151238,1.0003308340345063,1.0001040850085958,0.9999593171935851,0.9999084962832168,0.5978638627858269,0.6598360394911758,0.6598360394911758
Econ+Loc,1,1,0,dinst2,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_1_loc_1_glob_0.csv,1429.862325132126,2.247646963143316,-0.44156487301597463,-5.448429513770202,-0.17489699145343598,-0.1784,1.2476469631433158,-0.44156487301597463,-6.448429513770202,0.003503008546564018,2.0673964664171525,2.1784227454773344,-0.421914338004475,-4.9666398730609504,-0.17161990542599595,0.9997791980986103,0.9996404133542464,0.999732448035177,0.9995290845556483,0.9997728741429297,0.7051344114406644,0.7391016886616191,0.7391016886616191
Glob,-1,-1,1,dinst2,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_-1_loc_-1_glob_1.csv,1933.6711937382352,-1.3470048711188078,1.3474368508598389,2.9368280521526633,-0.23378509224399097,-0.1784,-0.34700487111880784,0.3474368508598389,3.9368280521526633,-0.05538509224399096,0.8867443934184718,-1.3010374762033652,1.3429712484400995,2.6893662498158237,-0.22891055849235703,0.999321261727171,1.000696934715297,1.0011221616692612,0.9996138710711042,0.999610858353779,0.5810304229750756,0.6252188507152958,0.6252188507152958
Glob,0,-1,1,dinst2,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_0_loc_-1_glob_1.csv,8998.66443438502,0.4105457054010186,-0.08790446050130539,-4.246676020150974,-0.34657218824244185,-0.1784,0.4105457054010186,-1.0879044605013053,-3.246676020150974,-0.16817218824244184,1.7903229550899178,0.3331560978833949,-0.11467175857145105,-3.9486939166725246,-0.3521480628399952,0.9993622243508141,0.9999248197175287,0.9994453943928604,0.9997280403001302,0.9991893635622383,0.6082723722860554,0.633906398468625,0.633906398468625
Econ+Glob,1,-1,1,dinst2,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_1_loc_-1_glob_1.csv,9680.86091170623,1.1769453579647475,-0.09451901509576312,-4.138175388345975,-0.1461433101459049,-0.1784,0.17694535796474753,-1.094519015095763,-3.1381753883459753,0.032256689854095105,1.8796816068845261,1.1201122581581002,-0.111640417482269,-3.7625088641117572,-0.1520316906357576,0.9995943760506768,1.0001682855916616,0.9997247269494743,0.9995231055580678,0.9991892569182543,0.7069492032532667,0.7658776798270996,0.7658776798270996
Glob,-1,0,1,dinst2,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_-1_loc_0_glob_1.csv,9299.903805157635,-1.4591610070584013,-0.14030707215630017,0.7043918396529482,-0.16527007429136095,-0.1784,-0.45916100705840135,-1.1403070721563002,0.7043918396529482,0.01312992570863905,1.5393005714350678,-1.4660479840065486,-0.16753391805379236,0.6003834790867006,-0.18516577507085313,1.0001544475565227,0.9995656247970239,1.0006351990139535,0.9994685398770563,0.9994301812530088,0.7356934622277255,0.7637113753488374,0.7637113753488374
Glob,0,0,1,dinst2,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_0_loc_0_glob_1.csv,7459.470249792794,-0.12532401099769053,-0.30341572445555215,-1.7693821727179877,-0.2203384072901925,-0.1784,-0.12532401099769053,-1.3034157244555522,-1.7693821727179877,-0.04193840729019249,1.7816206864403472,-0.13149510634623407,-0.309661060321218,-1.722669429808299,-0.22427377107043436,0.9999960022353329,1.000685616814288,1.0000015836318772,1.0004938815846742,1.0005125151181873,0.6141756940340739,0.6511132310434543,0.6511132310434543
Econ+Glob,1,0,1,dinst2,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_1_loc_0_glob_1.csv,7188.621009430382,0.9540532907026853,0.46432661792645247,1.002954944200101,-0.2373512695855205,-0.1784,-0.0459467092973147,-0.5356733820735475,1.002954944200101,-0.058951269585520494,1.2846243123101277,0.9845861416646263,0.46408048170760435,0.9132398571140973,-0.23908154511756663,0.9995275274716909,0.9997866304307208,1.0001715609599964,0.9996795465373622,0.9992998657903198,0.6888332124851638,0.7203128473702403,0.7203128473702403
Glob+Loc,-1,1,1,dinst2,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_-1_loc_1_glob_1.csv,376.3209218312986,-0.9039385719785504,0.339385540685843,-0.9231158711351332,-0.18099518286535246,-0.1784,0.09606142802144957,-0.660614459314157,-1.923115871135133,-0.002595182865352458,1.703539294219929,-0.9179082996506387,0.3434181708127703,-0.8551192597698151,-0.1780214015357298,1.0004595868206119,1.0000690744038736,0.9994516585871962,1.001096920372921,1.000430743342279,0.6176470684501268,0.6456894327357734,0.6456894327357734
Glob+Loc,0,1,1,dinst2,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst2/econ_0_loc_1_glob_1.csv,5047.828726023901,0.04444057187804971,0.7506096003101191,-2.1354027257119337,-0.019779483645330803,-0.1784,0.04444057187804971,-0.24939039968988086,-3.1354027257119337,0.1586205163546692,1.8895937093330188,0.03488825990688243,0.7529738749508563,-2.03078845353719,-0.027192431121806013,0.9993542062961009,0.9995280325770616,1.0001029209581838,0.999328345818584,0.9995023928760094,0.6799051562949507,0.7462712165717635,0.7462712165717635
Econ+Glob+Loc,1,1,1,dinst2,hindi,NA,TRUE,stan_models/master_pos.stan,hindi/dinst2/econ_1_loc_1_glob_1.csv,6745.202754293336,1.334190177644867,1.6476863299586224,2.8399801493998753,-0.24098900761403613,-0.1784,0.334190177644867,0.6476863299586224,1.8399801493998753,-0.06258900761403613,0.963886243585977,1.372101088178085,1.6392176713452273,2.6528469849016663,-0.23915518464371444,0.9997474228221989,1.0014116968673448,1.0008087873241949,0.9997140204225404,0.9993051711976454,0.6659524491584082,0.7292724410479957,0.7292724410479957
