m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff
NA,0,0,0,dinst3,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst3/econ_0_loc_0_glob_0.csv,1975.0839238781482,-0.08815581963988661,-0.06494523917480766,-0.7502376159407526,0.1974826675075801,-0.1784,-0.08815581963988661,-0.06494523917480766,-0.7502376159407526,0.3758826675075801
Econ,1,0,0,dinst3,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_0_glob_0.csv,2568.164132169215,0.11608660026337787,-0.8329023835396469,1.966382481052841,0.21076830163713103,-0.1784,-0.8839133997366221,-0.8329023835396469,1.966382481052841,0.389168301637131
Loc,-1,1,0,dinst3,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_1_glob_0.csv,6039.336547750514,-2.1273609381277723,-0.36965646378579475,3.317490123042895,0.1878112714620727,-0.1784,-1.1273609381277723,-0.36965646378579475,2.317490123042895,0.36621127146207266
Loc,0,1,0,dinst3,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_1_glob_0.csv,6629.791683101561,0.03794348633805031,0.8411680568866043,4.37496656759054,0.20347229333994987,-0.1784,0.03794348633805031,0.8411680568866043,3.3749665675905396,0.3818722933399499
Econ+Loc,1,1,0,dinst3,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_1_glob_0.csv,5175.372678528773,0.926012044429285,0.05072003430707439,1.3848485659161336,0.22050336988165364,-0.1784,-0.07398795557071502,0.05072003430707439,0.3848485659161336,0.39890336988165365
Glob,-1,-1,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_-1_glob_1.csv,4925.526137905428,-0.9475926589700164,1.4194929060724821,-0.544203183282242,0.18427325918930895,-0.1784,0.05240734102998357,0.41949290607248213,0.45579681671775796,0.3626732591893089
Glob,0,-1,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_-1_glob_1.csv,5548.579299784964,-0.8051011931442322,1.2282858637193008,3.0846489528125587,0.19161656239469405,-0.1784,-0.8051011931442322,0.22828586371930082,4.084648952812559,0.37001656239469405
Econ+Glob,1,-1,1,dinst3,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_-1_glob_1.csv,5607.326218789909,0.7352816260550905,1.963790347537459,2.1471272699527337,0.20659618393322923,-0.1784,-0.2647183739449095,0.963790347537459,3.1471272699527337,0.3849961839332292
Glob,-1,0,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_0_glob_1.csv,6098.052880524425,-1.4182138086400504,1.1916413577448994,1.1702598069263057,0.18947784011622995,-0.1784,-0.4182138086400504,0.19164135774489943,1.1702598069263057,0.3678778401162299
Glob,0,0,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_0_glob_1.csv,2855.924257085193,0.45657701881410806,1.8699954003579653,-0.9445419243564619,0.20054562288266434,-0.1784,0.45657701881410806,0.8699954003579653,-0.9445419243564619,0.3789456228826643
Econ+Glob,1,0,1,dinst3,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_0_glob_1.csv,5588.334234318929,0.620808969783183,1.4679378953230273,2.427260685204906,0.21240215461012285,-0.1784,-0.379191030216817,0.4679378953230273,2.427260685204906,0.39080215461012285
Glob+Loc,-1,1,1,dinst3,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_1_glob_1.csv,1993.7085732552223,-0.505260968523718,1.7622438169370973,0.3001561915103989,0.19940889916604934,-0.1784,0.49473903147628195,0.7622438169370973,-0.699843808489601,0.3778088991660493
Glob+Loc,0,1,1,dinst3,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_1_glob_1.csv,4218.9575608680025,-0.2740825558588992,1.7009145095459315,3.4137663379248053,0.20586379520072298,-0.1784,-0.2740825558588992,0.7009145095459315,2.4137663379248053,0.38426379520072296
Econ+Glob+Loc,1,1,1,dinst3,hindi,NA,TRUE,stan_models/master_pos.stan,hindi/dinst3/econ_1_loc_1_glob_1.csv,8679.907089632703,1.2436930411993419,1.879406871400448,2.536567021636186,0.23119972857532,-0.1784,0.24369304119934188,0.8794068714004479,1.536567021636186,0.40959972857532
