m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff
NA,0,-1,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_0_loc_-1_glob_0.csv,7306.455090741627,0.8923764843436833,-0.7244521502827682,-5.918110881368267,0.46822917418574705,-0.1784,0.8923764843436833,-0.7244521502827682,-4.918110881368267,0.6466291741857471
Econ,1,-1,0,dinst5,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_-1_glob_0.csv,866.6960234986618,0.9597947666320265,1.8082973907816569,-0.756651016003592,0.48762264521331655,-0.1784,-0.04020523336797355,1.8082973907816569,0.24334898399640803,0.6660226452133166
NA,-1,0,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_-1_loc_0_glob_0.csv,9002.627292917343,-0.07647637050245153,-0.019697998276395012,-1.5461594571567154,0.46898309630399965,-0.1784,0.9235236294975485,-0.019697998276395012,-1.5461594571567154,0.6473830963039997
NA,0,0,0,dinst5,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst5/econ_0_loc_0_glob_0.csv,7249.869927764172,-0.0864013787641492,-1.1336211421648597,-4.2803646084686635,0.4812780625223959,-0.1784,-0.0864013787641492,-1.1336211421648597,-4.2803646084686635,0.6596780625223959
Econ,1,0,0,dinst5,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_0_glob_0.csv,6128.840154682985,-1.4437792023639615,-2.690608889581718,3.2928882538658906,0.5112217980940619,-0.1784,-2.4437792023639613,-2.690608889581718,3.2928882538658906,0.6896217980940619
Loc,-1,1,0,dinst5,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_1_glob_0.csv,407.8244441312272,-2.166920492616456,0.7269973686198162,7.0150302955370245,0.45899424614219253,-0.1784,-1.1669204926164558,0.7269973686198162,6.0150302955370245,0.6373942461421925
Loc,0,1,0,dinst5,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_1_glob_0.csv,8187.306673200335,-0.15976058867217627,0.19746193057819578,0.6454547426851278,0.4979676221154769,-0.1784,-0.15976058867217627,0.19746193057819578,-0.3545452573148722,0.6763676221154769
Econ+Loc,1,1,0,dinst5,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_1_glob_0.csv,3122.2827389128506,-0.1372280245452701,0.4103972762457909,8.870185619631867,0.5121857433021492,-0.1784,-1.1372280245452702,0.4103972762457909,7.870185619631867,0.6905857433021492
Glob,-1,-1,1,dinst5,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_-1_glob_1.csv,1615.8486264124513,-1.196805153137245,2.3936642663160708,7.220584969065362,0.45251702044699676,-0.1784,-0.196805153137245,1.3936642663160708,8.220584969065362,0.6309170204469967
Glob,0,-1,1,dinst5,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_-1_glob_1.csv,9683.367904752959,-0.09120323292343667,1.8808445875983522,2.9636360037119633,0.45829150483496633,-0.1784,-0.09120323292343667,0.8808445875983522,3.9636360037119633,0.6366915048349664
Econ+Glob,1,-1,1,dinst5,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_-1_glob_1.csv,1027.9188386404421,0.5641605976969799,1.975967813012291,2.7154745597933805,0.519904593244968,-0.1784,-0.4358394023030201,0.9759678130122911,3.7154745597933805,0.698304593244968
Glob,-1,0,1,dinst5,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_0_glob_1.csv,5455.326677193167,-1.6841399908806824,1.24678957774937,0.4004242208243213,0.4713522503855343,-0.1784,-0.6841399908806824,0.24678957774937005,0.4004242208243213,0.6497522503855343
Glob,0,0,1,dinst5,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_0_glob_1.csv,7127.667262892937,-3.1217723604213337,-0.31200532884948506,9.33375111084652,0.49240859177642576,-0.1784,-3.1217723604213337,-1.312005328849485,9.33375111084652,0.6708085917764257
Econ+Glob,1,0,1,dinst5,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_1_loc_0_glob_1.csv,8091.6795668553095,1.850377419785345,-0.2414901420460873,-6.589371146961624,0.5268842582543414,-0.1784,0.8503774197853451,-1.2414901420460873,-6.589371146961624,0.7052842582543414
Glob+Loc,-1,1,1,dinst5,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_-1_loc_1_glob_1.csv,2696.834185517626,-1.9206971072784287,-0.9165508260055641,0.032351638932174256,0.4947234706586074,-0.1784,-0.9206971072784287,-1.9165508260055641,-0.9676483610678257,0.6731234706586073
Glob+Loc,0,1,1,dinst5,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst5/econ_0_loc_1_glob_1.csv,2268.1745015732013,0.45037199008012735,1.8483805273557354,0.7178744535212966,0.5253504227505291,-0.1784,0.45037199008012735,0.8483805273557354,-0.28212554647870336,0.7037504227505291
Econ+Glob+Loc,1,1,1,dinst5,hindi,NA,TRUE,stan_models/master_pos.stan,hindi/dinst5/econ_1_loc_1_glob_1.csv,7948.624844903825,0.8733400607385412,1.4961105178275989,4.755564694990654,0.5681227522623632,-0.1784,-0.1266599392614588,0.49611051782759885,3.755564694990654,0.7465227522623632
