m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff
Econ,1,-1,0,dinst1,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_0.csv,6251.855885292636,0.36887299159218256,-0.1257236899242302,1.8341564982085736,-0.29700257697193816,-0.1784,-0.6311270084078174,-0.1257236899242302,2.8341564982085736,-0.11860257697193816
NA,-1,0,0,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_-1_loc_0_glob_0.csv,4655.796188771259,-1.120100925970478,0.3728770635762141,0.06311897019213836,-0.06816122982330418,-0.1784,-0.12010092597047795,0.3728770635762141,0.06311897019213836,0.11023877017669582
NA,0,0,0,dinst1,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst1/econ_0_loc_0_glob_0.csv,4329.076632072451,0.41142572204210626,-0.8412380353028542,-1.0109410909914234,-0.321180090554802,-0.1784,0.41142572204210626,-0.8412380353028542,-1.0109410909914234,-0.142780090554802
Econ,1,0,0,dinst1,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_0.csv,7852.00867278385,1.7329434664752705,0.8427182222474388,-2.1592250712363534,-0.25945738068368324,-0.1784,0.7329434664752705,0.8427182222474388,-2.1592250712363534,-0.08105738068368323
Loc,-1,1,0,dinst1,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_0.csv,2002.0669069257565,-0.5051930437867136,-0.0570326517262276,-2.6680902688003036,-0.38222652303026206,-0.1784,0.4948069562132864,-0.0570326517262276,-3.6680902688003036,-0.20382652303026205
Loc,0,1,0,dinst1,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_0.csv,9929.608159253607,-0.021664353769805432,0.0758602034929376,0.24737169241162682,-0.20547709172883805,-0.1784,-0.021664353769805432,0.0758602034929376,-0.7526283075883732,-0.027077091728838043
Econ+Loc,1,1,0,dinst1,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_1_glob_0.csv,2669.885173720075,1.70717043773103,-0.39041983401102315,-3.3206301705297947,-0.4977439075970608,-0.1784,0.7071704377310299,-0.39041983401102315,-4.320630170529794,-0.31934390759706077
Glob,-1,-1,1,dinst1,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_-1_glob_1.csv,3455.364834637847,-1.360096212258166,1.083414077004214,1.990983597892642,-0.1834794235680494,-0.1784,-0.3600962122581659,0.083414077004214,2.990983597892642,-0.005079423568049385
Glob,0,-1,1,dinst1,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_-1_glob_1.csv,3645.7921085988637,-0.43322274119235477,1.4002418280842721,1.8487899293171064,-0.04026658236024203,-0.1784,-0.43322274119235477,0.4002418280842721,2.8487899293171064,0.13813341763975798
Econ+Glob,1,-1,1,dinst1,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_-1_glob_1.csv,2347.4469304140657,1.134463830596597,1.9068545454716015,1.70228374280042,-0.16494354372312667,-0.1784,0.13446383059659706,0.9068545454716015,2.70228374280042,0.013456456276873335
Glob,-1,0,1,dinst1,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_0_glob_1.csv,2074.9736398726236,-1.2789486944725876,1.7432784220667763,-0.3989865715018461,-0.1479527606524262,-0.1784,-0.27894869447258763,0.7432784220667763,-0.3989865715018461,0.03044723934757379
Glob,0,0,1,dinst1,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_0_glob_1.csv,1404.0752688397188,-0.43750144537395474,1.3018872177803573,1.179620346428561,-0.05548046785469912,-0.1784,-0.43750144537395474,0.3018872177803573,1.179620346428561,0.12291953214530088
Econ+Glob,1,0,1,dinst1,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_1_loc_0_glob_1.csv,4416.605047811987,1.4481166234141187,0.6027609192867779,-2.501025967014988,-0.2329959026676618,-0.1784,0.44811662341411873,-0.3972390807132221,-2.501025967014988,-0.05459590266766179
Glob+Loc,-1,1,1,dinst1,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_-1_loc_1_glob_1.csv,9041.691641665297,-0.811411641768838,0.9816120329970984,0.5723217913651812,-0.28373447811815367,-0.1784,0.18858835823116205,-0.018387967002901573,-0.42767820863481876,-0.10533447811815366
Glob+Loc,0,1,1,dinst1,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst1/econ_0_loc_1_glob_1.csv,9053.554552578833,0.3550459016770328,0.6156348935618321,-0.9547240333121604,-0.3633125019152678,-0.1784,0.3550459016770328,-0.3843651064381679,-1.9547240333121603,-0.1849125019152678
Econ+Glob+Loc,1,1,1,dinst1,hindi,NA,TRUE,stan_models/master_pos.stan,hindi/dinst1/econ_1_loc_1_glob_1.csv,8909.827073229011,0.9756700366566639,0.4139491838175741,1.5729504644644943,-0.12810302668008522,-0.1784,-0.024329963343336147,-0.5860508161824258,0.5729504644644943,0.050296973319914784
