m_pos_vars,d_coef_econ,d_coef_loc,d_coef_glob,d_id,d_experiment,m_neg_vars,is_correct_model,m_stanfile,csv_filename,seed,Econ_coef_glm,Glob_coef_glm,Loc_coef_glm,ac_dist_coef_glm,acoustic_distance,Econ_glm_diff,Glob_glm_diff,Loc_glm_diff,ac_dist_diff,intercept_brms_coef,Econ_brms_coef,Glob_brms_coef,Loc_brms_coef,ac_dist_brms_coef,intercept_brms_rhat,Econ_brms_rhat,Glob_brms_rhat,Loc_brms_rhat,ac_dist_brms_rhat,econ_sd,glob_sd,loc_sd
NA,0,-1,0,dinst3,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst3/econ_0_loc_-1_glob_0.csv,7019.221466655843,-0.7642660297411816,0.03453067191034587,2.4130491119459707,0.18869679541453876,-0.1784,-0.7642660297411816,0.03453067191034587,3.4130491119459707,0.36709679541453877,1.1720109035583455,-0.6452239692661443,-0.06037168235770005,1.7873528353625312,-0.11071039905027014,0.9994150667461256,0.9993071338070887,0.9990867275520348,0.9993857503358914,0.999326450045485,0.40552729936093235,0.4376888068388047,0.4376888068388047
Econ,1,-1,0,dinst3,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_-1_glob_0.csv,9080.139656206826,1.226956150796232,1.100856143387296,-0.7601558153584416,0.20151381618057615,-0.1784,0.2269561507962321,1.100856143387296,0.23984418464155843,0.3799138161805762,1.259702016313946,1.4770640820650511,0.905682129809629,-1.8635955233565569,-0.2513379712283999,1.000047949229107,1.0004376310736987,0.9999012708173913,1.0001178540839255,0.9995152680280364,0.4285814529531624,0.4661864273461306,0.4661864273461306
NA,-1,0,0,dinst3,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst3/econ_-1_loc_0_glob_0.csv,7344.94359513931,-1.6276055231575552,0.047809850077762325,2.5628018234203966,0.18224139020858324,-0.1784,-0.6276055231575552,0.047809850077762325,2.5628018234203966,0.3606413902085832,1.2058655554241833,-1.4402069207173194,-0.10188944271290412,1.6504027107778239,-0.1853296847663932,1.000833597507629,1.000093819123977,0.9993021038893993,1.0013681296529091,0.999940520162263,0.3952526802511494,0.43284975740989196,0.43284975740989196
NA,0,0,0,dinst3,hindi,Econ+Glob+Loc,TRUE,stan_models/master_neg.stan,hindi/dinst3/econ_0_loc_0_glob_0.csv,1975.0839238781482,-0.08815581963988661,-0.06494523917480766,-0.7502376159407526,0.1974826675075801,-0.1784,-0.08815581963988661,-0.06494523917480766,-0.7502376159407526,0.3758826675075801,1.582317399960971,0.021471996134568308,-0.15062453376688825,-1.2279740645293902,-0.11738213105863989,1.0006937262001423,1.000538671897446,1.0012542710211514,1.000697139907019,1.0008470648196253,0.41548755013785843,0.4590401486750744,0.4590401486750744
Econ,1,0,0,dinst3,hindi,Glob+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_0_glob_0.csv,2568.164132169215,0.11608660026337787,-0.8329023835396469,1.966382481052841,0.21076830163713103,-0.1784,-0.8839133997366221,-0.8329023835396469,1.966382481052841,0.389168301637131,1.4724021102072822,0.28962081399870293,-0.9245087635799213,1.2409805047622022,-0.1486873871939935,1.0003163694487691,0.999914977527674,1.0002900285038132,1.000227148531761,1.0003825567008469,0.46675094269573775,0.4645835674342282,0.4645835674342282
Loc,-1,1,0,dinst3,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_1_glob_0.csv,6039.336547750514,-2.1273609381277723,-0.36965646378579475,3.317490123042895,0.1878112714620727,-0.1784,-1.1273609381277723,-0.36965646378579475,2.317490123042895,0.36621127146207266,1.3899103125086716,-1.8484125446367174,-0.6102504922890121,1.9325756131881424,-0.28089610829379313,1.0001021672212034,0.999654286701306,0.9995911075206182,0.9997139169453605,0.9990976354977927,0.4099119851222226,0.4342740114310809,0.4342740114310809
Loc,0,1,0,dinst3,hindi,Econ+Glob,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_1_glob_0.csv,6629.791683101561,0.03794348633805031,0.8411680568866043,4.37496656759054,0.20347229333994987,-0.1784,0.03794348633805031,0.8411680568866043,3.3749665675905396,0.3818722933399499,0.9254256897196137,0.23791868017558673,0.6782031404501987,3.3733795652557066,-0.16953258737556653,0.9994287095058676,0.9993107997124429,0.999188744984566,0.9994262522144007,0.9997499861332991,0.47005189013215665,0.4994859843997681,0.4994859843997681
Econ+Loc,1,1,0,dinst3,hindi,Glob,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_1_glob_0.csv,5175.372678528773,0.926012044429285,0.05072003430707439,1.3848485659161336,0.22050336988165364,-0.1784,-0.07398795557071502,0.05072003430707439,0.3848485659161336,0.39890336988165365,1.4073368058241582,1.0427077676729164,-0.0122145274814484,0.903344565211969,-0.0947773501115894,0.9996312625132822,0.9999831926843937,0.9997485781470924,0.9994737060057882,1.0010135456880331,0.47777491692550056,0.5199342415985758,0.5199342415985758
Glob,-1,-1,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_-1_glob_1.csv,4925.526137905428,-0.9475926589700164,1.4194929060724821,-0.544203183282242,0.18427325918930895,-0.1784,0.05240734102998357,0.41949290607248213,0.45579681671775796,0.3626732591893089,1.3302497153588042,-0.9203535251605313,1.4467961741830122,-0.6510181734636293,-9.132519966735281e-5,1.0001461939173615,1.000589918253235,0.9993378774927141,1.0009668079760259,0.9996992027197202,0.46374524172478443,0.4893526268073443,0.4893526268073443
Glob,0,-1,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_-1_glob_1.csv,5548.579299784964,-0.8051011931442322,1.2282858637193008,3.0846489528125587,0.19161656239469405,-0.1784,-0.8051011931442322,0.22828586371930082,4.084648952812559,0.37001656239469405,1.029453276329213,-0.584867903182173,1.0512887516619414,2.006818526756953,-0.19884721837400496,0.9993616023258695,0.9999673634201588,1.000420696353541,1.0000303368727717,1.0000094885819595,0.4067558882756695,0.43885938836144806,0.43885938836144806
Econ+Glob,1,-1,1,dinst3,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_-1_glob_1.csv,5607.326218789909,0.7352816260550905,1.963790347537459,2.1471272699527337,0.20659618393322923,-0.1784,-0.2647183739449095,0.963790347537459,3.1471272699527337,0.3849961839332292,0.9972026785531509,0.9834049393899715,1.758186055133333,0.9528130690716935,-0.22511854344624982,0.9998497140106088,1.0000023251159487,1.0013536146743758,0.9997659593051683,0.9998590444788747,0.4712007170949742,0.4973310533976949,0.4973310533976949
Glob,-1,0,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_0_glob_1.csv,6098.052880524425,-1.4182138086400504,1.1916413577448994,1.1702598069263057,0.18947784011622995,-0.1784,-0.4182138086400504,0.19164135774489943,1.1702598069263057,0.3678778401162299,1.3782264736798258,-1.1800933303331949,0.9650558327200038,-0.07246683544527373,-0.24035695212668023,0.9998089715087333,0.9993498726821127,1.0000262919720508,0.999877660633339,0.9996814350535036,0.42508975941374233,0.4470178823240131,0.4470178823240131
Glob,0,0,1,dinst3,hindi,Econ+Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_0_glob_1.csv,2855.924257085193,0.45657701881410806,1.8699954003579653,-0.9445419243564619,0.20054562288266434,-0.1784,0.45657701881410806,0.8699954003579653,-0.9445419243564619,0.3789456228826643,1.3619216492417299,0.6692584862284837,1.7006468201028038,-1.9356037486938695,-0.20871591698661146,1.0016022892472392,0.9998702155535927,1.000619087293119,1.0006058450426927,1.00055188202488,0.42556778945526,0.45737362191191,0.45737362191191
Econ+Glob,1,0,1,dinst3,hindi,Loc,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_1_loc_0_glob_1.csv,5588.334234318929,0.620808969783183,1.4679378953230273,2.427260685204906,0.21240215461012285,-0.1784,-0.379191030216817,0.4679378953230273,2.427260685204906,0.39080215461012285,1.13508330080387,0.965949433748255,1.206109267356651,0.8042225246189192,-0.3114653668532218,0.9995850164797682,1.000613213747161,0.9995125749800892,1.0002321079145744,1.0000797294309811,0.47760041071608983,0.5216204041030885,0.5216204041030885
Glob+Loc,-1,1,1,dinst3,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_-1_loc_1_glob_1.csv,1993.7085732552223,-0.505260968523718,1.7622438169370973,0.3001561915103989,0.19940889916604934,-0.1784,0.49473903147628195,0.7622438169370973,-0.699843808489601,0.3778088991660493,1.4355138941615384,-0.17551283468845613,1.4416258052937867,-1.404697013102398,-0.34702199446957227,0.9997039917410333,0.9993813781677894,0.9993173307141833,0.9997294546318518,0.9991068541405238,0.439797729380087,0.46767370038400613,0.46767370038400613
Glob+Loc,0,1,1,dinst3,hindi,Econ,TRUE,stan_models/master_model.stan,hindi/dinst3/econ_0_loc_1_glob_1.csv,4218.9575608680025,-0.2740825558588992,1.7009145095459315,3.4137663379248053,0.20586379520072298,-0.1784,-0.2740825558588992,0.7009145095459315,2.4137663379248053,0.38426379520072296,1.0986282289134777,0.06603917985859932,1.4241094558688636,1.7076227729879327,-0.29669127614542373,1.0011798215844734,1.0004040956105273,0.9993788222657382,1.0019134713573181,0.9997462908410756,0.44845358053289197,0.49853519557617854,0.49853519557617854
Econ+Glob+Loc,1,1,1,dinst3,hindi,NA,TRUE,stan_models/master_pos.stan,hindi/dinst3/econ_1_loc_1_glob_1.csv,8679.907089632703,1.2436930411993419,1.879406871400448,2.536567021636186,0.23119972857532,-0.1784,0.24369304119934188,0.8794068714004479,1.536567021636186,0.40959972857532,1.1627950821785293,1.478400873754845,1.686079567966522,1.4624133608153491,-0.20119139824299784,0.9998682889157535,1.0000581081339066,0.9998204242755057,1.0001975655545252,0.9995917178684623,0.5240564807008303,0.5632659471258588,0.5632659471258588
