subject,trial,Phone_NOTENG,Phone_ENG,Econ,Loc,Glob,acoustic_distance,response_var
subject_20,trial_2,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_21,trial_2,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_22,trial_2,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_23,trial_2,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_24,trial_2,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_25,trial_2,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_26,trial_2,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_27,trial_2,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_28,trial_2,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_29,trial_2,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,0
subject_30,trial_2,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06154405229111595,1
subject_1,trial_3,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6575951206987471,1
subject_2,trial_3,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6425284993909406,1
subject_3,trial_3,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.2166014253805093,1
subject_4,trial_3,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8497122862598608,1
subject_5,trial_3,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8608389825615855,1
subject_6,trial_3,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32977317025872593,0
subject_7,trial_3,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5322637053409667,0
subject_8,trial_3,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.2978108266194819,0
subject_9,trial_3,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5427830445029271,1
subject_10,trial_3,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.9171141922057364,1
subject_11,trial_3,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11614766309141163,1
subject_12,trial_3,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.7175905276587345,1
subject_13,trial_3,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.2781215828670908,0
subject_14,trial_3,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4867074901692328,1
subject_15,trial_3,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17025998701836179,1
subject_16,trial_3,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6255623758737712,1
subject_17,trial_3,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8565452554152346,1
subject_18,trial_3,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.27173918867683783,1
subject_19,trial_3,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9037135627617241,1
subject_20,trial_3,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5828689319449674,1
subject_21,trial_3,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6881492494654015,1
subject_22,trial_3,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20022412288729996,1
subject_23,trial_3,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5351431396108712,1
subject_24,trial_3,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8233074099089405,0
subject_25,trial_3,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3432425408613573,1
subject_26,trial_3,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7809567963648099,1
subject_27,trial_3,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11691071623226093,0
subject_28,trial_3,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.43174234194656824,1
subject_29,trial_3,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6747296292992477,1
subject_30,trial_3,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.7598370910122494,1
subject_1,trial_4,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7179300983548266,1
subject_2,trial_4,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24511737817910229,1
subject_3,trial_4,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.38040713447521646,1
subject_4,trial_4,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.4475162892330295,1
subject_5,trial_4,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45633718602788964,0
subject_6,trial_4,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.19814095449324287,1
subject_7,trial_4,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7676236205772167,1
subject_8,trial_4,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.9615766533219257,0
subject_9,trial_4,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.07180671975303698,1
subject_10,trial_4,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5540088140732298,1
subject_11,trial_4,ɳ,j,0.3817204301,0.125,-0.07661290323,0.248682583730281,1
subject_12,trial_4,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6157506702327025,1
subject_13,trial_4,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.12679103429806643,1
subject_14,trial_4,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5366844492021634,1
subject_15,trial_4,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.107587268705578,1
subject_16,trial_4,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09757417684282164,1
subject_17,trial_4,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.7899961708912777,1
subject_18,trial_4,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.4472972748472445,1
subject_19,trial_4,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24385317198699719,1
subject_20,trial_4,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1379648651444436,1
subject_21,trial_4,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2595260410646536,1
subject_22,trial_4,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07307190616976532,1
subject_23,trial_4,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5363054817529305,1
subject_24,trial_4,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38955893290915805,1
subject_25,trial_4,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36768959563540665,1
subject_26,trial_4,x,h,0.295436664,0.1931348222,-0.03618134263,0.28991908995262494,1
subject_27,trial_4,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8781655886247067,1
subject_28,trial_4,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6183953389877165,0
subject_29,trial_4,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06246389864699787,0
subject_30,trial_4,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6657420938140908,1
subject_1,trial_5,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6440438397220256,1
subject_2,trial_5,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21968656050116936,0
subject_3,trial_5,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8509144253895368,1
subject_4,trial_5,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8542706545184153,1
subject_5,trial_5,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32719291514720666,1
subject_6,trial_5,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5456570609483273,1
subject_7,trial_5,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30617713553623693,1
subject_8,trial_5,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5400041781037451,1
subject_9,trial_5,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.9036303657437526,1
subject_10,trial_5,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11324488127786647,1
subject_11,trial_5,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.7399082598056366,0
subject_12,trial_5,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.28174447394674385,0
subject_13,trial_5,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4813897024730296,1
subject_14,trial_5,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17468568326204278,1
subject_15,trial_5,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.631147295702864,1
subject_16,trial_5,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8445786315192467,0
subject_17,trial_5,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2712253793941699,0
subject_18,trial_5,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9243134055320994,1
subject_19,trial_5,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5792309260367287,1
subject_20,trial_5,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6996952473407595,1
subject_21,trial_5,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20240961280334144,1
subject_22,trial_5,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5456285496488973,1
subject_23,trial_5,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8311904193101083,1
subject_24,trial_5,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.33270307955199885,1
subject_25,trial_5,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,0
subject_26,trial_5,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_27,trial_5,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_28,trial_5,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,0
subject_29,trial_5,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_30,trial_5,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_1,trial_6,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_2,trial_6,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,0
subject_3,trial_6,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,0
subject_4,trial_6,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_5,trial_6,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_6,trial_6,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,0
subject_7,trial_6,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_8,trial_6,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,0
subject_9,trial_6,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_10,trial_6,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_11,trial_6,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_12,trial_6,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_13,trial_6,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_14,trial_6,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_15,trial_6,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_16,trial_6,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_17,trial_6,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,0
subject_18,trial_6,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_19,trial_6,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,0
subject_20,trial_6,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_21,trial_6,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_22,trial_6,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_23,trial_6,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,0
subject_24,trial_6,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_25,trial_6,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_26,trial_6,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_27,trial_6,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,0
subject_28,trial_6,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,0
subject_29,trial_6,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_30,trial_6,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_1,trial_7,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_2,trial_7,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,0
subject_3,trial_7,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_4,trial_7,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_5,trial_7,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_6,trial_7,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_7,trial_7,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_8,trial_7,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_9,trial_7,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_10,trial_7,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_11,trial_7,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,0
subject_12,trial_7,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_13,trial_7,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,0
subject_14,trial_7,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_15,trial_7,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_16,trial_7,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_17,trial_7,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_18,trial_7,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_19,trial_7,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_20,trial_7,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_21,trial_7,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_22,trial_7,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_23,trial_7,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,0
subject_24,trial_7,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06154405229111595,1
subject_25,trial_7,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6575951206987471,1
subject_26,trial_7,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6425284993909406,1
subject_27,trial_7,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.2166014253805093,1
subject_28,trial_7,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8497122862598608,1
subject_29,trial_7,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8608389825615855,1
subject_30,trial_7,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32977317025872593,1
subject_1,trial_8,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5322637053409667,1
subject_2,trial_8,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.2978108266194819,1
subject_3,trial_8,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5427830445029271,0
subject_4,trial_8,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.9171141922057364,0
subject_5,trial_8,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11614766309141163,0
subject_6,trial_8,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.7175905276587345,0
subject_7,trial_8,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.2781215828670908,1
subject_8,trial_8,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4867074901692328,0
subject_9,trial_8,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17025998701836179,1
subject_10,trial_8,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6255623758737712,1
subject_11,trial_8,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8565452554152346,1
subject_12,trial_8,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.27173918867683783,1
subject_13,trial_8,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9037135627617241,0
subject_14,trial_8,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5828689319449674,0
subject_15,trial_8,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6881492494654015,1
subject_16,trial_8,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20022412288729996,1
subject_17,trial_8,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5351431396108712,1
subject_18,trial_8,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8233074099089405,0
subject_19,trial_8,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3432425408613573,1
subject_20,trial_8,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7809567963648099,1
subject_21,trial_8,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11691071623226093,0
subject_22,trial_8,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.43174234194656824,1
subject_23,trial_8,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6747296292992477,1
subject_24,trial_8,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.7598370910122494,1
subject_25,trial_8,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7179300983548266,1
subject_26,trial_8,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24511737817910229,1
subject_27,trial_8,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.38040713447521646,0
subject_28,trial_8,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.4475162892330295,1
subject_29,trial_8,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45633718602788964,0
subject_30,trial_8,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.19814095449324287,0
subject_1,trial_9,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7676236205772167,1
subject_2,trial_9,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.9615766533219257,1
subject_3,trial_9,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.07180671975303698,1
subject_4,trial_9,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5540088140732298,0
subject_5,trial_9,ɳ,j,0.3817204301,0.125,-0.07661290323,0.248682583730281,1
subject_6,trial_9,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6157506702327025,1
subject_7,trial_9,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.12679103429806643,1
subject_8,trial_9,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5366844492021634,1
subject_9,trial_9,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.107587268705578,0
subject_10,trial_9,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09757417684282164,1
subject_11,trial_9,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.7899961708912777,1
subject_12,trial_9,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.4472972748472445,1
subject_13,trial_9,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24385317198699719,1
subject_14,trial_9,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1379648651444436,1
subject_15,trial_9,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2595260410646536,1
subject_16,trial_9,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07307190616976532,1
subject_17,trial_9,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5363054817529305,1
subject_18,trial_9,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38955893290915805,1
subject_19,trial_9,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36768959563540665,1
subject_20,trial_9,x,h,0.295436664,0.1931348222,-0.03618134263,0.28991908995262494,0
subject_21,trial_9,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8781655886247067,1
subject_22,trial_9,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6183953389877165,0
subject_23,trial_9,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06246389864699787,1
subject_24,trial_9,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6657420938140908,1
subject_25,trial_9,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6440438397220256,1
subject_26,trial_9,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21968656050116936,0
subject_27,trial_9,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8509144253895368,1
subject_28,trial_9,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8542706545184153,1
subject_29,trial_9,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32719291514720666,1
subject_30,trial_9,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5456570609483273,1
subject_1,trial_10,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30617713553623693,0
subject_2,trial_10,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5400041781037451,1
subject_3,trial_10,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.9036303657437526,1
